ST_CASE,YEAR,FATALS,PEDS,PERNOTMVIT,VE_TOTAL,VE_FORMS,PVH_INVL,PERSONS,PERMVIT,STATENAME,MONTHNAME,DAYNAME,DAY_WEEKNAME,HOURNAME,MINUTENAME,ROUTENAME,RUR_URBNAME,FUNC_SYSNAME,RD_OWNERNAME,NHSNAME,SP_JURNAME,HARM_EVNAME,MAN_COLLNAME,RELJCT1NAME,RELJCT2NAME,TYP_INTNAME,REL_ROADNAME,WRK_ZONENAME,LGT_CONDNAME,WEATHERNAME,SCH_BUSNAME,RAILNAME,LATITUDE,LONGITUD,COUNTYNAME,CITYNAME
80176,2021,1,1,1,1,1,0,1,1,Colorado,May,8,Saturday,0:00am-0:59am,50,U.S. Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadway,,Dark - Lighted,Not Reported,No,Not Applicable,39.74011667,-105.11860556,JEFFERSON (59),LAKEWOOD
80177,2021,1,0,0,1,1,0,1,1,Colorado,May,10,Monday,6:00am-6:59am,34,County Road,Rural,Local,County Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Fence,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,Outside Trafficway,,Dark - Not Lighted,Cloudy,No,Not Applicable,39.29371944,-104.62566667,ELBERT (39),NOT APPLICABLE
80178,2021,1,0,0,1,1,0,1,1,Colorado,May,11,Tuesday,8:00pm-8:59pm,6,State Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Median,,Daylight,Not Reported,No,Not Applicable,39.65545556,-105.11010556,JEFFERSON (59),LAKEWOOD
80179,2021,1,1,1,1,1,0,2,2,Colorado,May,14,Friday,6:00pm-6:59pm,37,County Road,Urban,Principal Arterial - Other,County Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Pedalcyclist,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Intersection-Related,Four-Way Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,39.58068889,-105.128825,JEFFERSON (59),NOT APPLICABLE
80180,2021,1,0,0,1,1,0,1,1,Colorado,May,15,Saturday,12:00pm-12:59pm,24,County Road,Rural,Local,County Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Other Fixed Object,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadside,,Daylight,Cloudy,No,Not Applicable,40.33665278,-105.17168056,LARIMER (69),NOT APPLICABLE
80181,2021,1,0,0,1,1,0,1,1,Colorado,May,15,Saturday,2:00pm-2:59pm,11,Interstate,Rural,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Median,,Daylight,Cloudy,No,Not Applicable,38.45488889,-104.60677778,PUEBLO (101),NOT APPLICABLE
80182,2021,1,0,0,2,2,0,2,2,Colorado,May,15,Saturday,7:00pm-7:59pm,48,State Highway,Rural,Major Collector,State Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Sideswipe - Opposite Direction,No,Non-Junction,Not an Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,37.42951111,-108.43344444,MONTEZUMA (83),NOT APPLICABLE
80183,2021,1,0,0,1,1,0,1,1,Colorado,May,15,Saturday,8:00pm-8:59pm,10,Interstate,Urban,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Median,,Dusk,Clear,No,Not Applicable,38.97268889,-104.80658889,EL PASO (41),NOT APPLICABLE
80184,2021,1,1,1,1,1,0,1,1,Colorado,May,16,Sunday,10:00am-10:59am,0,Local Street - Municipality,Urban,Principal Arterial - Other,City or Municipal Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Pedalcyclist,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadway,,Daylight,Not Reported,No,Not Applicable,39.68208889,-105.17480556,JEFFERSON (59),LAKEWOOD
80185,2021,1,0,0,1,1,0,1,1,Colorado,May,17,Monday,2:00am-2:59am,58,U.S. Highway,Rural,Major Collector,State Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Fence,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,Outside Trafficway,,Dark - Not Lighted,Cloudy,No,Not Applicable,40.38513889,-103.42021111,WASHINGTON (121),NOT APPLICABLE
80186,2021,1,0,0,2,2,0,4,4,Colorado,May,19,Wednesday,7:00pm-7:59pm,28,State Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Intersection,Four-Way Intersection,On Roadway,,Dusk,Clear,No,Not Applicable,39.70381111,-105.10951944,JEFFERSON (59),LAKEWOOD
80187,2021,1,0,0,2,2,0,5,5,Colorado,May,23,Sunday,5:00pm-5:59pm,10,State Highway,Rural,Minor Arterial,State Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Non-Junction,Not an Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,39.98798889,-105.43188333,BOULDER (13),NOT APPLICABLE
80188,2021,1,0,0,2,2,0,2,2,Colorado,May,17,Monday,1:00pm-1:59pm,35,Local Street - Municipality,Urban,Local,City or Municipal Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Intersection,Four-Way Intersection,On Roadway,,Daylight,Cloudy,No,Not Applicable,39.76522222,-104.89056111,DENVER (31),DENVER
80189,2021,1,1,1,1,1,0,2,2,Colorado,May,20,Thursday,3:00pm-3:59pm,10,Local Street - Municipality,Urban,Principal Arterial - Other,City or Municipal Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Pedalcyclist,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Intersection-Related,Four-Way Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,39.98590833,-105.22900556,BOULDER (13),BOULDER
80190,2021,1,1,1,1,1,0,1,1,Colorado,May,22,Saturday,10:00pm-10:59pm,50,U.S. Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadway,,Dark - Lighted,Not Reported,No,Not Applicable,39.78878611,-105.02528889,DENVER (31),DENVER
80191,2021,1,0,0,4,4,0,5,5,Colorado,May,24,Monday,5:00am-5:59am,20,State Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Intersection,T-Intersection,On Roadway,,Dawn,Clear,No,Not Applicable,39.61425556,-104.81501111,ARAPAHOE (5),NOT APPLICABLE
80192,2021,1,0,0,2,2,0,3,3,Colorado,May,24,Monday,9:00am-9:59am,45,Interstate,Rural,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Rear,No,Non-Junction,Not an Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,40.18418611,-104.30538056,WELD (123),NOT APPLICABLE
80193,2021,1,0,0,1,1,0,2,2,Colorado,May,8,Saturday,11:00am-11:59am,58,U.S. Highway,Urban,Principal Arterial - Other Freeways and Expressways,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Guardrail Face,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadside,,Daylight,Clear,No,Not Applicable,39.65356111,-105.00777778,ARAPAHOE (5),SHERIDAN
80194,2021,1,0,0,4,4,0,4,4,Colorado,May,23,Sunday,11:00pm-11:59pm,50,Interstate,Urban,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Sideswipe - Same Direction,Yes,Through Roadway,Not an Intersection,On Roadway,,Dark - Lighted,Not Reported,No,Not Applicable,39.75919722,-105.007175,DENVER (31),DENVER
80195,2021,1,0,0,1,1,0,4,4,Colorado,May,8,Saturday,1:00am-1:59am,13,Local Street - Municipality,Urban,Principal Arterial - Other,City or Municipal Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Other Traffic Barrier,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Intersection-Related,Four-Way Intersection,On Roadside,,Dark - Lighted,Not Reported,No,Not Applicable,39.70216111,-104.98727778,DENVER (31),DENVER
80196,2021,1,1,1,1,1,0,1,1,Colorado,May,27,Thursday,5:00am-5:59am,50,U.S. Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Pedalcyclist,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Intersection-Related,Four-Way Intersection,On Roadway,,Dawn,Clear,No,Not Applicable,38.85466111,-104.67907222,EL PASO (41),COLORADO SPRINGS
80197,2021,2,0,0,2,2,0,5,5,Colorado,May,27,Thursday,12:00pm-12:59pm,38,County Road,Rural,Minor Collector,County Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Intersection,T-Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,40.95472222,-102.05155833,SEDGWICK (115),NOT APPLICABLE
80198,2021,1,0,0,1,1,0,1,1,Colorado,May,28,Friday,3:00pm-3:59pm,50,U.S. Highway,Rural,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadside,,Daylight,Clear,No,Not Applicable,38.27447778,-107.76653889,OURAY (91),NOT APPLICABLE
80199,2021,1,0,0,3,3,0,8,8,Colorado,May,28,Friday,6:00pm-6:59pm,42,State Highway,Rural,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,No,Non-Junction,Not an Intersection,On Roadway,,Dusk,Clear,No,Not Applicable,37.52045,-108.38687222,MONTEZUMA (83),NOT APPLICABLE
80200,2021,1,1,1,1,1,0,1,1,Colorado,May,29,Saturday,12:00pm-12:59pm,19,Interstate,Urban,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,38.77358333,-104.78179167,EL PASO (41),NOT APPLICABLE
80201,2021,1,0,0,2,2,0,7,7,Colorado,May,29,Saturday,12:00pm-12:59pm,26,U.S. Highway,Rural,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,No,Non-Junction,Not an Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,37.24936944,-107.57228056,LA PLATA (67),NOT APPLICABLE
80202,2021,1,0,0,1,1,0,4,4,Colorado,May,29,Saturday,7:00pm-7:59pm,21,Interstate,Urban,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Yes,Other location within Interchange Area,Not an Intersection,On Median,,Daylight,Clear,No,Not Applicable,39.95941667,-104.76818056,ADAMS (1),BRIGHTON
80203,2021,1,0,0,1,1,0,2,2,Colorado,May,30,Sunday,4:00am-4:59am,35,Local Street - Municipality,Urban,Principal Arterial - Other,City or Municipal Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadside,,Dark - Lighted,Rain,No,Not Applicable,39.82731111,-105.05631111,JEFFERSON (59),WESTMINSTER
80204,2021,1,0,0,1,1,0,1,1,Colorado,May,15,Saturday,5:00am-5:59am,26,State Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Embankment,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadside,,Dawn,Clear,No,Not Applicable,40.08268056,-104.90503056,WELD (123),DACONO
80205,2021,1,0,0,2,2,0,2,2,Colorado,May,25,Tuesday,5:00pm-5:59pm,28,Interstate,Urban,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Sideswipe - Same Direction,Yes,Entrance/Exit Ramp,Not an Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,38.92834167,-104.81312778,EL PASO (41),COLORADO SPRINGS
80206,2021,1,0,0,2,2,0,2,2,Colorado,May,27,Thursday,7:00pm-7:59pm,5,Local Street - Municipality,Urban,Principal Arterial - Other,City or Municipal Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,No,Intersection,Four-Way Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,38.87346667,-104.79969444,EL PASO (41),COLORADO SPRINGS
80207,2021,1,0,0,2,2,0,5,5,Colorado,May,20,Thursday,2:00pm-2:59pm,3,U.S. Highway,Rural,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,No,Non-Junction,Not an Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,37.57542778,-104.91858333,HUERFANO (55),NOT APPLICABLE
80208,2021,1,1,1,1,1,0,2,2,Colorado,May,20,Thursday,10:00pm-10:59pm,17,Local Street - Municipality,Urban,Principal Arterial - Other,City or Municipal Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadway,,Dark - Lighted,Clear,No,Not Applicable,39.62016667,-104.98792778,ARAPAHOE (5),ENGLEWOOD
80209,2021,1,0,0,2,2,0,3,3,Colorado,May,21,Friday,2:00am-2:59am,19,State Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Intersection,Four-Way Intersection,On Roadway,,Dark - Lighted,Clear,No,Not Applicable,38.21875,-104.62519444,PUEBLO (101),PUEBLO
80210,2021,1,1,1,1,1,0,1,1,Colorado,May,2,Sunday,12:00pm-12:59pm,21,Local Street - Municipality,Trafficway Not in State Inventory,Trafficway Not in State Inventory,Trafficway Not in State Inventory,This section IS NOT on the NHS,No Special Jurisdiction,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Driveway Access Related,Not an Intersection,Outside Trafficway,,Daylight,Cloudy,No,Not Applicable,39.07771667,-108.52571667,MESA (77),GRAND JUNCTION
80211,2021,1,0,0,2,2,0,2,2,Colorado,April,28,Wednesday,7:00am-7:59am,36,Interstate,Rural,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Sideswipe - Same Direction,No,Non-Junction,Not an Intersection,On Roadway,,Daylight,Rain,No,Not Applicable,40.0968,-104.61048333,WELD (123),HUDSON
80212,2021,1,0,0,1,1,0,1,1,Colorado,June,3,Thursday,8:00am-8:59am,55,State Highway,Rural,Major Collector,State Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Embankment,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadside,,Daylight,Clear,No,Not Applicable,38.02325556,-108.90436111,SAN MIGUEL (113),NOT APPLICABLE
80213,2021,2,0,0,4,4,0,8,8,Colorado,June,4,Friday,5:00pm-5:59pm,46,U.S. Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Rear,No,Intersection-Related,Four-Way Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,37.22716667,-107.81988889,LA PLATA (67),NOT APPLICABLE
80214,2021,1,1,1,1,1,0,1,1,Colorado,June,4,Friday,9:00pm-9:59pm,45,Local Street - Municipality,Urban,Principal Arterial - Other,City or Municipal Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Intersection-Related,Four-Way Intersection,On Roadway,,Dark - Lighted,Clear,No,Not Applicable,38.90146111,-104.76776111,EL PASO (41),COLORADO SPRINGS
80215,2021,1,0,0,1,1,0,1,1,Colorado,June,6,Sunday,3:00am-3:59am,32,County Road,Rural,Major Collector,County Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Traffic Sign Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadside,,Dark - Not Lighted,Clear,No,Not Applicable,40.73748333,-103.21909444,LOGAN (75),NOT APPLICABLE
80216,2021,1,0,0,1,1,0,4,4,Colorado,June,6,Sunday,7:00am-7:59am,15,Interstate,Urban,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Median,,Daylight,Clear,No,Not Applicable,40.26498056,-103.80708056,MORGAN (87),NOT APPLICABLE
80217,2021,1,3,3,4,4,0,7,7,Colorado,June,7,Monday,0:00am-0:59am,53,Interstate,Urban,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Other Object (not fixed),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadway,,Dark - Not Lighted,Clear,No,Not Applicable,39.43972222,-104.87668333,DOUGLAS (35),NOT APPLICABLE
80218,2021,1,1,1,1,1,0,1,1,Colorado,June,8,Tuesday,12:00pm-12:59pm,12,Local Street - Municipality,Urban,Minor Arterial,City or Municipal Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Intersection-Related,Four-Way Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,40.14397222,-105.13091667,BOULDER (13),LONGMONT
80219,2021,1,0,0,1,1,0,2,2,Colorado,June,8,Tuesday,1:00pm-1:59pm,0,U.S. Highway,Rural,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Boulder,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadside,,Daylight,Clear,No,Not Applicable,38.46976111,-106.33506944,GUNNISON (51),NOT APPLICABLE
80220,2021,1,0,0,1,1,0,2,2,Colorado,June,5,Saturday,11:00am-11:59am,54,Local Street - Municipality,Urban,Local,City or Municipal Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,Outside Trafficway,,Daylight,Clear,No,Not Applicable,39.66370556,-104.82573333,ARAPAHOE (5),AURORA
80221,2021,1,0,0,1,1,0,1,1,Colorado,June,9,Wednesday,10:00am-10:59am,20,State Highway,Rural,Minor Arterial,State Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadside,,Daylight,Clear,No,Not Applicable,38.67063056,-105.48644444,FREMONT (43),NOT APPLICABLE
80222,2021,1,0,0,1,1,0,2,2,Colorado,June,9,Wednesday,3:00am-3:59am,5,Local Street - Municipality,Urban,Local,City or Municipal Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadside,,Dark - Not Lighted,Clear,No,Not Applicable,39.67689444,-105.14323889,JEFFERSON (59),LAKEWOOD
80223,2021,1,0,0,1,1,0,1,1,Colorado,June,9,Wednesday,12:00pm-12:59pm,10,State Highway,Rural,Minor Arterial,State Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,"Post, Pole or Other Supports",The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,No,Non-Junction,Not an Intersection,On Roadside,,Daylight,Clear,No,Not Applicable,40.3015,-105.54017778,LARIMER (69),NOT APPLICABLE
